country_region,date_bin,confirmed,new_confirmed
India,2020-04-06,5044.5,2697.9285714285716
Indonesia,2020-03-02,7.333333333333333,0
Indonesia,2020-03-09,79.2,71.86666666666667
Indonesia,2020-03-16,311,231.8
Indonesia,2020-03-23,919.1428571428571,608.1428571428571
Indonesia,2020-03-30,1822.857142857143,903.7142857142858
Indonesia,2020-04-06,2614.5,791.6428571428571
Iran,2020-02-17,19.2,0
Iran,2020-02-24,357,337.8
Iran,2020-03-02,3915.4285714285716,3558.4285714285716
Iran,2020-03-09,12853.4,8937.971428571429
Iran,2020-03-16,18402.85714285714,5549.457142857142
Iran,2020-03-23,30047.428571428572,11644.571428571431
Iran,2020-03-30,50187.57142857143,20140.142857142855
Iran,2020-04-06,61544.5,11356.928571428572
Iran (Islamic Republic of),2020-03-09,8042,0
Iraq,2020-02-17,0,0
Iraq,2020-02-24,10.6,10.6
Iraq,2020-03-02,47,36.4
Iraq,2020-03-09,120,73
Iraq,2020-03-16,184.14285714285714,64.14285714285714
Iraq,2020-03-23,403,218.85714285714286
Iraq,2020-03-30,783.2857142857143,380.28571428571433
Iraq,2020-04-06,1076.5,293.21428571428567
Ireland,2020-02-24,1.5,0
Ireland,2020-03-02,17.25,15.75
Ireland,2020-03-09,122.25,105
Ireland,2020-03-16,516.4285714285714,394.17857142857144
Ireland,2020-03-23,1855.4285714285713,1339
Ireland,2020-03-30,3901.714285714286,2046.2857142857144
Ireland,2020-04-06,5536.5,1634.7857142857142
Israel,2020-02-17,2.5,0
Israel,2020-02-24,7.2,4.7
Israel,2020-03-02,32.6,25.400000000000002
Israel,2020-03-09,180.6,148
Israel,2020-03-16,623,442.4
Israel,2020-03-23,2762.1428571428573,2139.1428571428573
Israel,2020-03-30,6673,3910.8571428571427
Israel,2020-04-06,9076,2403
Italy,2020-01-27,14,0
Italy,2020-02-03,42,28
Italy,2020-02-17,79,37
Italy,2020-02-24,767,688
Italy,2020-03-02,4197,3430
Italy,2020-03-09,26952.25,22755.25
Italy,2020-03-16,42281.57142857143,15329.321428571428
Italy,2020-03-23,80676.71428571429,38395.14285714286
Italy,2020-03-30,115250.57142857143,34573.857142857145
Italy,2020-04-06,134066.5,18815.928571428565
Ivory Coast,2020-01-27,1,0
Jamaica,2020-03-09,9.666666666666666,0
Jamaica,2020-03-16,16.833333333333332,7.166666666666666
Jamaica,2020-03-23,25.714285714285715,8.880952380952383
Jamaica,2020-03-30,45.857142857142854,20.14285714285714
Jamaica,2020-04-06,60.5,14.642857142857146
Japan,2020-01-20,2.2,0
Japan,2020-01-27,17.333333333333332,15.133333333333333
Japan,2020-02-03,41.25,23.916666666666668
Japan,2020-02-10,34.142857142857146,-7.107142857142854
Japan,2020-02-17,98.85714285714286,64.71428571428572
Japan,2020-02-24,208.14285714285714,109.28571428571428
Japan,2020-03-02,377.2857142857143,169.14285714285714
Japan,2020-03-09,936.6,559.3142857142857
Japan,2020-03-16,938.8571428571429,2.257142857142867
Japan,2020-03-23,1434.5714285714287,495.7142857142858
Japan,2020-03-30,2483.8571428571427,1049.285714285714
Japan,2020-04-06,3780,1296.1428571428573
Jersey,2020-03-09,6,0
Jersey,2020-03-16,0,-6
Jordan,2020-03-02,10,0
Jordan,2020-03-09,3.3333333333333335,-6.666666666666666
Jordan,2020-03-16,75.66666666666667,72.33333333333334
Jordan,2020-03-23,200.71428571428572,125.04761904761905
Jordan,2020-03-30,299.57142857142856,98.85714285714283
Jordan,2020-04-06,351,51.428571428571445
Kazakhstan,2020-03-09,6.333333333333333,0
Kazakhstan,2020-03-16,40.42857142857143,34.095238095238095
Kazakhstan,2020-03-23,141.14285714285714,100.71428571428571
Kazakhstan,2020-03-30,434.14285714285717,293
Kazakhstan,2020-04-06,679.5,245.35714285714283
Kenya,2020-03-09,2.5,0
Kenya,2020-03-16,15,12.5
Kenya,2020-03-23,30.142857142857142,15.142857142857142
Kenya,2020-03-30,98.57142857142857,68.42857142857143
Kenya,2020-04-06,165,66.42857142857143
"Korea, South",2020-03-09,9962.75,0
"Korea, South",2020-03-16,8554.57142857143,-1408.1785714285706
"Korea, South",2020-03-23,9252.714285714286,698.1428571428569
"Korea, South",2020-03-30,9966.42857142857,713.7142857142844
"Korea, South",2020-04-06,10307.5,341.07142857142935
Kosovo,2020-03-09,14,0
Kosovo,2020-03-23,85.5,71.5
Kosovo,2020-03-30,123.14285714285714,37.64285714285714
Kosovo,2020-04-06,157.5,34.35714285714286
Kuwait,2020-02-24,43.2,0
Kuwait,2020-03-02,118.25,75.05
Kuwait,2020-03-09,103.4,-14.849999999999994
Kuwait,2020-03-16,152.28571428571428,48.88571428571427
