isActive,isRookie,namePlayer,idPlayer,countSeasons,yearSeasonFirst,yearSeasonLast,idTeam,hasGamesPlayedFlag,urlPlayerStats,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerActionPhoto,hasHeadShot,hasThumbnail,hasAction,urlPlayerPhoto
TRUE,FALSE,Mason Plumlee,203486,6,2013,2019,1610612743,FALSE,https://stats.nba.com/player/203486,https://stats.nba.com/media/players/230x185/203486.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203486.png,https://stats.nba.com/media/players/700/203486.png,TRUE,TRUE,TRUE,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203486.png
FALSE,FALSE,Miles Plumlee,203101,6,2012,2018,NA,FALSE,https://stats.nba.com/player/203101,https://stats.nba.com/media/players/230x185/203101.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203101.png,https://stats.nba.com/media/players/700/203101.png,TRUE,TRUE,TRUE,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203101.png
FALSE,FALSE,Gary Plummer,77865,8,1984,1992,NA,FALSE,https://stats.nba.com/player/77865,https://stats.nba.com/media/players/230x185/77865.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77865.png,https://stats.nba.com/media/players/700/77865.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77865.png
FALSE,FALSE,Pavel Podkolzin,2750,1,2004,2005,NA,FALSE,https://stats.nba.com/player/2750,https://stats.nba.com/media/players/230x185/2750.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2750.png,https://stats.nba.com/media/players/700/2750.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/2750.png
TRUE,FALSE,Jakob Poeltl,1627751,3,2016,2019,1610612759,FALSE,https://stats.nba.com/player/1627751,https://stats.nba.com/media/players/230x185/1627751.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png,https://stats.nba.com/media/players/700/1627751.png,TRUE,TRUE,TRUE,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png
TRUE,TRUE,Vincent Poirier,1629738,0,2019,2019,1610612738,FALSE,https://stats.nba.com/player/1629738,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629738.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629738.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,NA,NA,NA,https://stats.nba.com/media/img/league/nba-headshot-fallback.png
FALSE,FALSE,Dwayne Polee,77866,0,1986,1986,NA,FALSE,https://stats.nba.com/player/77866,https://stats.nba.com/media/players/230x185/77866.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77866.png,https://stats.nba.com/media/players/700/77866.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77866.png
FALSE,FALSE,Jim Pollard,77867,6,1948,1954,NA,FALSE,https://stats.nba.com/player/77867,https://stats.nba.com/media/players/230x185/77867.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77867.png,https://stats.nba.com/media/players/700/77867.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77867.png
FALSE,FALSE,Scot Pollard,1513,10,1997,2007,NA,FALSE,https://stats.nba.com/player/1513,https://stats.nba.com/media/players/230x185/1513.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1513.png,https://stats.nba.com/media/players/700/1513.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/1513.png
FALSE,FALSE,Ralph Polson,77868,0,1952,1952,NA,FALSE,https://stats.nba.com/player/77868,https://stats.nba.com/media/players/230x185/77868.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77868.png,https://stats.nba.com/media/players/700/77868.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77868.png
